EDUC_LEVEL,FAM_NO,AREA,WT_CROP,WT_IR_YN,WT_WA_CN_YN,WT_WA_RC,WT_GW,WT_PS,WT_SY_YN,WT_CR_YL_KG,WT_VL_CC,WT_SM_ST,WT_CP_NI_MN,SM_CROP,SM_IR_YN,SM_IR_WA_Y,SM_IR_TC,SM_GW,SM_PS,SM_CR_YL_KG,SM_CP_NI_MN,SM_VL_CC,SM_SM_ST,SM_RAIN_YN,CSM_AGR_YN,FL_USE,CR_RT_YN,SOIL_PROB,CA_YN,CA_CNS,CA_US_YN,CA_SS,CA_US_DT,CA_CC_VUL,CA_CC_RISK,CA_CC_ADAP,CA_CC_IMP,CA_CC_SS,NDVI_CV,PRECIPITAT,TEMPERATUR
primary,3,1,Wheat,yes,yes,Impossible,99,Rust (Disease),No,600,Medium vulnerable,Medium,4500,Maize,Yes,Based on experience,Yes,99,PYRALE,670,3400,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Salinity,No,Lack of machinery,Yes,Winter,Never,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,From mosque,12.26654766,128.4977563,2.70372955
secondary,3,2,Barley,yes,yes,Medium,140,Henbit (Weed),Yes,2500,Medium vulnerable,Medium,15000,Maize,Yes,Based on crop water need,Yes,140,PUNAISE,2000,13000,Medium vulnerable,Medium,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Often,Medium vulnerable,Drought,Improving irrigation practices,Dust,Through apps,17.4629671,86.12922352,1.971845583
primary,1,2,Barley,yes,yes,Impossible,105,Wild Oats (Weed),No,2000,Highly vulnerable,Dry,8000,Maize,Yes,Based on crop water need,Yes,105,Pourpier,2900,18000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Winter,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,3.939465257,267.3809939,2.751069414
no-schooling,5,2,Barley,yes,yes,Medium,88,Chickweed (Weed),No,1500,Medium vulnerable,Medium,5500,Sorghum,Yes,Based on experience,Yes,88,fasoriose,1400,4000,Medium vulnerable,Medium,Yes (Rarely),Maybe,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,Maybe,Winter,Sometimes,Medium vulnerable,Drought,Crop diversification,Physical damage,TV,11.36489019,92.23140486,2.279769442
primary,4,2,Rye,yes,yes,Medium,140,Henbit (Weed),Yes,3000,Medium vulnerable,Medium,11000,Maize,Yes,Based on crop water need,Yes,140,PUNAISE,2000,13000,Medium vulnerable,Medium,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Dust,Extension agents,17.21317838,86.12922352,1.971845583
secondary,4,5,Wheat,yes,yes,Medium,140,Henbit (Weed),Yes,4000,Medium vulnerable,Medium,20000,Maize,Yes,Based on crop water need,Yes,140,PUNAISE,2000,13000,Medium vulnerable,Medium,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Dust,Extension agents,19.86519716,86.12922352,1.971845583
no-schooling,5,2,Wheat,yes,yes,Medium,90,Rust (Disease),No,1600,Medium vulnerable,Medium,6500,Maize,Yes,Based on crop water need,Yes,90,punaise,1400,4000,Medium vulnerable,Medium,Yes (Sometimes),Maybe,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,Yes,Winter,Sometimes,Medium vulnerable,Drought,Crop diversification,Physical damage,Through apps,16.80923552,90.99653393,2.215181625
primary,3,1,Wheat,yes,yes,Medium,140,Henbit (Weed),Yes,4000,Medium vulnerable,Medium,20000,Maize,Yes,Based on crop water need,Yes,140,PUNAISE,2000,13000,Medium vulnerable,Medium,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Dust,Through apps,19.89927726,86.12922352,1.971845583
secondary,4,3,Wheat,yes,yes,Medium,140,Henbit (Weed),Yes,3500,Medium vulnerable,Medium,20000,Maize,Yes,Based on crop water need,Yes,140,PUCERON,2000,14000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Dust,Extension agents,29.74849943,87.75008931,1.952280783
secondary,2,10,Wheat,yes,yes,Impossible,99,Wild Oats (Weed),No,800,Highly vulnerable,Dry,37900,Maize,Yes,Based on crop water need,Yes,99,Pourpier,5900,34900,Highly vulnerable,Dry,No,No,Subsistence/domestic use,No,Hardpan,No,Lack of machinery,No,Winter,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,3.736623818,262.9100222,2.735002271
no-schooling,3,1,Wheat,yes,yes,Medium,100,Rust (Disease),No,760,Medium vulnerable,Dry,4500,Maize,Yes,Based on experience,Yes,100,PYRALE,760,4500,Medium vulnerable,Medium,No,Yes,Selling in the market,Yes,Salinity,No,Lack of machinery,Yes,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,Newspaper,16.84458666,164.7035013,2.781656779
primary,3,1,Wheat,yes,yes,Medium,90,Leaf miners (Pest),No,500,Medium vulnerable,Medium,3400,Maize,Yes,Based on experience,Yes,90,PYRALE,760,4300,Medium vulnerable,Medium,No,Yes,Selling in the market,Yes,Salinity,No,Lack of machinery,Yes,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,From mosque,17.89468199,169.3437574,2.854235881
secondary,3,15,Wheat,yes,yes,Impossible,100,Wild Oats (Weed),No,850,Highly vulnerable,Dry,37000,Lyzerne,Yes,Based on crop water need,Yes,100,Phytophthora,28000,10900,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Winter,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,5.181112067,262.9100222,2.735002271
no-schooling,6,3,Wheat,yes,no,Medium,110,Powdery Mildew (Disease),Yes,1700,Highly vulnerable,Dry,13000,0IGNON,Yes,Based on crop water need,No,110,ACARIEN,30000,48000,Highly vulnerable,Dry,No,No,Selling in the market,Yes,Hardpan,No,Not profitable,No idea,Winter,Never,highly vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Extension agents,28.99725959,73.05345062,2.549073174
primary,3,1,Wheat,yes,yes,Low,99,Armyworms (Pest),No,540,Low vulnerable,Low,5400,Maize,Yes,Based on experience,Yes,99,PYRALE,760,4300,Medium vulnerable,Medium,No,Maybe,Selling in the market,Yes,Hardpan,No,Lack of machinery,Yes,Winter,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,Extension agents,17.89468199,169.3437574,2.854235881
secondary,3,1,Wheat,yes,yes,Impossible,150,Henbit (Weed),Yes,3000,Medium vulnerable,Dry,16000,Maize,Yes,Based on crop water need,Yes,150,PUNAISE,2300,12000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Extension agents,35.17830075,132.7225764,2.832051452
primary,5,20,Barley,yes,yes,Impossible,105,Wild Oats (Weed),No,2000,Highly vulnerable,Dry,8000,Lyzerne,Yes,Based on crop water need,Yes,105,Phytophthora,18000,399000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,No,Hardpan,No,Lack of machinery,No idea,Winter,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,3.736623818,262.9100222,2.735002271
primary,7,2,Barley,yes,no,Medium,100,Powdery Mildew (Disease),No,1500,Highly vulnerable,Medium,11000,Maize,Yes,Based on crop water need,No,100,PUNAISE,3000,17000,Highly vulnerable,Medium,No,No,Selling in the market,Yes,Hardpan,No,No finance,No idea,Winter,Never,highly vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Radio,20.10884551,73.05345062,2.549073174
primary,6,10,Wheat,yes,no,Medium,100,Powdery Mildew (Disease),No,1600,Medium vulnerable,Medium,9000,Maize,Yes,Based on crop water need,No,100,PYRALE,3400,18000,Medium vulnerable,Medium,No,No,Selling in the market,Yes,Hardpan,No,Not profitable,No idea,Winter,Never,Medium vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Extension agents,24.45321266,77.23360069,2.62735903
primary,1,20,Wheat,yes,yes,Impossible,109,Wild Oats (Weed),No,87,Highly vulnerable,Dry,24000,Lyzerne,Yes,Based on crop water need,Yes,109,Phytophthora,18000,400000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,3.864691751,262.9100222,2.735002271
primary,4,1,Fababean,yes,yes,Impossible,140,Henbit (Weed),Yes,1500,Low vulnerable,Medium,12000,Maize,Yes,Based on crop water need,Yes,140,PUCERON,2000,11000,Highly vulnerable,Dry,No,Maybe,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Radio,9.195078965,124.6386084,2.871900701
primary,3,15,Wheat,yes,yes,Impossible,111,Wild Oats (Weed),No,830,Highly vulnerable,Dry,24500,Maize,Yes,Based on crop water need,Yes,111,Pourpier,2900,18100,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No idea,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,4.707721794,262.9100222,2.735002271
secondary,5,1,Barley,yes,no,Medium,150,Henbit (Weed),Yes,2000,Medium vulnerable,Medium,10000,Maize,Yes,Based on crop water need,Yes,150,ACARIEN,2000,11000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,No idea,Summer,Never,highly vulnerable,Drought,Improving irrigation practices,Dust,From mosque,14.02550926,168.4771461,2.847895661
no-schooling,5,2,Wheat,yes,no,Medium,100,Powdery Mildew (Disease),No,1400,Highly vulnerable,Medium,10000,Maize,Yes,Based on crop water need,No,100,PYRALE,3000,17000,Medium vulnerable,Medium,No,No,Selling in the market,Yes,Hardpan,No,No finance,No idea,Winter,Never,highly vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Radio,30.45252993,77.23360069,2.62735903
secondary,2,2,Wheat,yes,yes,Impossible,112,Wild Oats (Weed),No,900,Highly vulnerable,Dry,37900,Maize,Yes,Based on crop water need,Yes,112,Chenopode blanc,5500,34900,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,4.320881669,262.9100222,2.735002271
no-schooling,4,1,Wheat,yes,yes,Impossible,99,Leaf miners (Pest),No,650,Medium vulnerable,Medium,5400,Maize,Yes,Based on experience,Yes,99,PUNAISE,540,3000,Medium vulnerable,Medium,No,Yes,Selling in the market,No,Salinity,No,Lack of machinery,Yes,Winter,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Increased pests/diseases,Newspaper,17.20789124,169.3437574,2.854235881
primary,3,1,Rye,yes,yes,Medium,150,Henbit (Weed),Yes,2000,Medium vulnerable,Medium,9000,Maize,Yes,Based on crop water need,Yes,150,PUCERON,1800,9000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,No,Lack of knowledge,No idea,Summer,Never,highly vulnerable,Drought,Improving irrigation practices,Increased pests/diseases,From mosque,14.66175317,168.4771461,2.847895661
no-schooling,6,4,Lentil,yes,no,Medium,90,Powdery Mildew (Disease),No,1600,Highly vulnerable,Medium,12500,POMME DE TERRE,Yes,Based on crop water need,No,90,PYRALE,30000,60000,Medium vulnerable,Medium,No,No,Selling in the market,Yes,Hardpan,No,No finance,No idea,Winter,Never,Medium vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Extension agents,36.82359785,77.23360069,2.62735903
secondary,4,1,Wheat,yes,yes,Impossible,109,Wild Oats (Weed),No,900,Highly vulnerable,Dry,37000,Lyzerne,Yes,Based on crop water need,Yes,109,Phytophthora,28000,590000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,4.320881669,262.9100222,2.735002271
primary,4,1,Wheat,yes,yes,Medium,99,Powdery Mildew (Disease),No,560,Medium vulnerable,Medium,4000,Maize,Yes,Based on experience,Yes,99,PYRALE,760,3400,Medium vulnerable,Medium,No,Yes,Selling in the market,Yes,Salinity,No,Lack of machinery,Maybe,Summer,Never,Not aware,Drought,Improving irrigation practices,Physical damage,Extension agents,17.20789124,169.3437574,2.854235881
primary,4,1,Barley,yes,yes,Impossible,140,Henbit (Weed),Yes,2000,Medium vulnerable,Medium,11000,Maize,Yes,Based on crop water need,Yes,140,PUNAISE,1800,11000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,TV,10.52283831,125.1036767,2.837475278
no-schooling,7,2,Barley,yes,no,Medium,95,Powdery Mildew (Disease),No,1650,Highly vulnerable,Medium,10600,OIGNON,Yes,Based on crop water need,No,95,ACARIEN,32000,80000,Highly vulnerable,Medium,No,No,Selling in the market,Yes,Salinity,No,No finance,No idea,Winter,Never,highly vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Extension agents,24.20037813,77.23360069,2.62735903
secondary,5,10,Wheat,yes,yes,Medium,88,Chickweed (Weed),Yes,1700,Medium vulnerable,Medium,5000,Sorghum,Yes,Based on crop water need,Yes,88,fasoriose,1400,4000,Medium vulnerable,Medium,Yes (Rarely),Maybe,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,Maybe,Winter,Sometimes,Medium vulnerable,Drought,Crop diversification,Increased pests/diseases,Through apps,5.765917712,128.390017,2.822669466
university,5,3,Wheat,yes,yes,Impossible,102,Wild Oats (Weed),No,920,Highly vulnerable,Dry,38000,Maize,Yes,Based on crop water need,Yes,102,Pourpier,6000,35000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Winter,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,7.172219076,238.5576933,2.723179777
secondary,3,1,Wheat,yes,yes,Medium,140,Henbit (Weed),Yes,3000,Medium vulnerable,Medium,18000,Maize,Yes,Based on crop water need,Yes,140,PYRALE,1700,8000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,From mosque,10.52283831,125.1036767,2.837475278
no-schooling,4,1,Wheat,yes,yes,Impossible,99,Blight (Disease),No,780,Low vulnerable,Low,3400,Maize,Yes,Based on qualitative guess,Yes,99,PUNAISE,560,4000,Medium vulnerable,Dry,No,Maybe,Selling in the market,Yes,Salinity,No,Lack of machinery,Yes,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,Extension agents,17.89468199,169.3437574,2.854235881
secondary,4,1,Wheat,yes,yes,Medium,85,Chickweed (Weed),Yes,1800,Medium vulnerable,Medium,6000,Maize,Yes,Based on crop water need,Yes,85,punaise,1700,5500,Medium vulnerable,Medium,Yes (Rarely),Maybe,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,Maybe,Winter,Sometimes,Medium vulnerable,Drought,Crop diversification,Increased pests/diseases,Through apps,26.38097547,85.74946401,1.776163043
no-schooling,6,3,Wheat,yes,no,Medium,90,Powdery Mildew (Disease),No,2300,Medium vulnerable,Medium,13000,Sorghum,Yes,Based on crop water need,No,90,PYRALE,3000,19000,Medium vulnerable,Medium,No,No,Selling in the market,Yes,Hardpan,No,No finance,No idea,Winter,Never,Medium vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Extension agents,26.26802532,77.23360069,2.62735903
primary,2,2,Wheat,yes,yes,Impossible,104,Wild Oats (Weed),No,800,Highly vulnerable,Dry,24000,Lyzerne,Yes,Based on crop water need,Yes,104,Phytophthora,19000,420000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No idea,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,6.552405317,238.5576933,2.723179777
primary,4,1,Wheat,yes,yes,Impossible,99,Blight (Disease),No,650,Medium vulnerable,Medium,3400,Maize,Yes,Based on experience,Yes,99,PYRALE,650,3000,Highly vulnerable,Dry,No,Maybe,Selling in the market,Yes,Salinity,No,Lack of machinery,Yes,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,Through apps,15.21734182,169.3437574,2.854235881
primary,5,3,Rye,yes,yes,Medium,87,Rust (Disease),No,1800,Medium vulnerable,Medium,5000,Maize,Yes,Based on crop water need,Yes,87,pyrale,1600,4500,Medium vulnerable,Medium,Yes (Rarely),Maybe,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,Maybe,Winter,Sometimes,Medium vulnerable,Drought,Crop diversification,Increased pests/diseases,Through apps,24.32415615,85.74946401,1.776163043
secondary,3,1,Rye,yes,yes,Impossible,150,Henbit (Weed),Yes,2800,Medium vulnerable,Medium,9000,Maize,Yes,Based on crop water need,Yes,150,ACARIEN,1900,12000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Radio,14.64707794,153.7178976,2.78443093
primary,3,1,Wheat,yes,yes,Impossible,100,Wild Oats (Weed),No,890,Highly vulnerable,Dry,23900,Maize,Yes,Based on crop water need,Yes,100,Pyrale,2000,17900,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No idea,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,6.552405317,238.5576933,2.723179777
primary,3,1,Wheat,yes,yes,Impossible,99,Blight (Disease),No,500,Medium vulnerable,Medium,4000,Maize,Yes,Based on experience,Yes,99,PYRALE,500,3400,Highly vulnerable,Dry,No,Maybe,Selling in the market,Yes,Salinity,No,Lack of machinery,Yes,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,Extension agents,9.910549319,142.5333317,2.706204548
no-schooling,8,3,Wheat,yes,no,Medium,85,Powdery Mildew (Disease),No,2000,Medium vulnerable,Medium,12000,Maize,Yes,Based on crop water need,No,85,BRULURE,2800,18000,Medium vulnerable,Medium,No,No,Selling in the market,Yes,Hardpan,No,No finance,No idea,Winter,Never,Medium vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Extension agents,22.47719369,75.93804217,2.602505417
primary,3,1,Wheat,yes,yes,Impossible,99,Powdery Mildew (Disease),No,650,Medium vulnerable,Medium,4500,Maize,Yes,Based on experience,Yes,99,PYRALE,560,5000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Nothing,No,Lack of machinery,Yes,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,Extension agents,13.99219831,142.5333317,2.706204548
primary,6,4,Lentil,yes,yes,Medium,79,Rust (Disease),No,1700,Medium vulnerable,Medium,5500,Sorghum,Yes,Based on experience,Yes,79,sepetoroise,1500,5000,Medium vulnerable,Medium,Yes (Rarely),Maybe,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,Maybe,Winter,Sometimes,Medium vulnerable,Drought,Crop diversification,Increased pests/diseases,Through apps,27.50987776,85.74946401,1.776163043
no-schooling,4,2,Wheat,yes,yes,Impossible,104,Wild Oats (Weed),No,760,Highly vulnerable,Dry,23000,Maize,Yes,Based on crop water need,Yes,104,Pyrale,2900,17900,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No idea,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,6.552405317,238.5576933,2.723179777
primary,4,1,Wheat,yes,yes,Medium,140,Henbit (Weed),Yes,3000,Medium vulnerable,Medium,18000,Maize,Yes,Based on crop water need,Yes,140,ACARIEN,1800,10000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Extension agents,14.64707794,153.7178976,2.78443093
primary,3,1,Wheat,yes,yes,Medium,99,Powdery Mildew (Disease),No,650,Medium vulnerable,Low,3400,Maize,Yes,Based on experience,Yes,99,PUNAISE,650,3400,Medium vulnerable,Medium,No,Yes,Selling in the market,No,Hardpan,No,No finance,Yes,Winter,Never,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,TV,9.246989642,142.5333317,2.706204548
no-schooling,6,10,Barley,yes,yes,Medium,88,Chickweed (Weed),Yes,1600,Medium vulnerable,Medium,4500,Sorghum,Yes,Based on crop water need,Yes,88,sepetoroise,1400,4000,Medium vulnerable,Medium,Yes (Rarely),Maybe,Subsistence/domestic use,Yes,Nothing,No,Lack of machinery,Maybe,Winter,Sometimes,Medium vulnerable,Drought,Crop diversification,Physical damage,TV,28.9657738,85.74946401,1.776163043
